ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
724	71,63,103	167,170,236	100,49,139	332,145,327	102	99
725	10,8,18	13,16,25	18,7,9	39,20,46	117	99
726	0,0,0	46,19,33	0,1,0	41,10,47	123	99
727	3,3,5	35,38,47	5,8,15	59,24,60	138	99
728	0,0,0	55,51,110	0,1,0	74,35,66	107	99
729	1,0,1	10037,8540,12686	0,0,2	15890,9955,18414	103	99
730	32,28,51	0,0,1	43,28,57	0,0,0	272	99
731	21,33,44	48,29,70	28,17,38	64,31,48	105	99
733	406,375,462	1,0,2	543,312,535	3,1,1	214	99
734	3,2,0	44,61,77	4,3,1	62,32,67	123	99
736	12,17,22	5,1,13	23,5,20	16,2,6	134	99
737	0,0,0	215,203,338	4,3,4	390,161,460	166	99
738	29,35,46	16,12,20	68,26,81	10,4,23	114	99
739	17,9,18	13,21,41	68,30,97	24,8,32	191	99
740	12,11,11	199,150,214	9,8,15	228,139,276	192	99
741	0,1,1	162,128,191	2,0,0	216,143,247	114	99
742	81,76,90	2,3,0	76,74,102	2,0,2	177	99
745	60,71,66	61,46,66	137,88,155	23,5,18	120	99
746	1486,1121,1995	0,0,0	1588,1147,1876	1,0,1	255	99
748	1,0,2	51,27,59	1,0,1	48,36,53	103	99
749	6,8,12	7,11,10	27,11,24	27,8,26	187	99
750	3,2,3	23,32,37	10,3,5	47,13,34	114	99
752	189,138,206	0,0,1	196,103,208	9,1,3	105	99
753	0,2,0	15,13,20	1,2,0	15,7,19	140	99
760	4,2,0	311,217,392	0,0,2	468,277,505	102	99
761	1,1,4	276,212,420	5,6,4	463,251,400	117	99
762	0,0,0	86,63,146	0,0,1	195,78,148	103	99
763	0,0,0	495,360,829	0,0,1	792,406,797	103	99
765	84,79,140	0,0,0	124,79,124	0,1,0	1044	99
766	182,160,273	31,11,27	209,112,155	12,14,28	138	99
767	95,58,133	0,0,0	158,73,131	2,0,0	253	99
769	0,0,0	22,12,29	2,1,1	45,27,53	102	99
770	117,97,139	2,5,3	76,31,71	7,1,11	183	99
772	41,25,40	0,0,0	42,18,46	4,3,0	147	99
774	0,0,1	61,61,87	2,0,1	118,51,106	105	99
775	138,146,205	12,11,17	234,83,208	26,6,27	105	99
776	7,5,6	19,25,21	7,3,8	15,6,18	324	99
777	1,1,0	28,12,19	0,0,1	15,18,34	174	99
780	46,44,50	2,5,3	49,32,76	2,1,6	140	99
781	4,6,7	0,0,0	7,2,3	0,0,1	131	99
782	3,3,2	5,4,15	0,1,3	4,2,7	156	99
783	126,121,237	155,130,245	271,113,277	274,113,276	111	99
785	0,1,4	48,46,70	1,2,1	40,20,42	104	99
786	1,1,4	37,29,65	10,3,10	62,32,65	246	99
787	4,0,1	893,675,888	53,20,56	1045,779,1285	103	99
788	12,10,23	35,32,47	3,0,4	92,27,80	104	99
789	3,2,2	42,46,70	1,0,0	53,33,65	168	99
795	11,5,2	0,3,1	7,5,13	8,6,6	111	99
796	10,7,15	76,74,110	11,8,16	53,19,42	125	99
797	16,15,21	911,721,1203	23,18,22	1504,777,1477	103	99
798	1,0,0	1,2,2	0,0,1	4,1,2	101	99
802	93,59,108	1,5,5	164,102,203	0,2,0	312	99
803	2,2,3	45,32,77	1,3,5	84,29,94	109	99
805	64,60,61	0,0,0	103,45,108	8,4,2	119	99
807	2,6,6	48,46,72	7,3,7	81,51,72	117	99
808	0,0,1	83,63,127	0,0,0	147,70,109	117	99
809	224,139,268	0,0,1	280,184,336	0,1,0	198	99
810	13,9,19	7,0,9	16,7,18	7,3,9	116	99
811	3,4,4	53,54,81	1,3,4	80,41,100	103	99
812	0,0,1	0,3,4	2,0,1	4,0,0	104	99
814	7,8,12	1,0,0	20,14,25	0,1,0	163	99
815	76,57,83	0,0,0	66,22,72	0,1,2	111	99
816	371,282,542	0,0,1	475,196,529	0,0,0	114	99
818	315,240,372	15,0,9	407,254,450	16,6,15	105	99
819	87,51,112	24,23,50	125,74,119	9,11,17	197	99
820	33,23,43	113,84,176	34,9,30	197,107,181	125	99
821	7,4,3	74,63,111	14,9,21	64,25,53	199	99
822	0,0,0	2,2,0	2,0,1	0,0,1	199	99
